home_team,away_team,toss_won,decision,winner,venue_name,home_captain,away_captain,reserve_umpire,away_team_win_percentage,home_playx1_1,home_playx1_2,home_playx1_3,home_playx1_4,home_playx1_5,home_playx1_6,home_playx1_7,home_playx1_8,home_playx1_9,home_playx1_10,home_playx1_11,away_playx1_1,away_playx1_2,away_playx1_3,away_playx1_4,away_playx1_5,away_playx1_6,away_playx1_7,away_playx1_8,away_playx1_9,away_playx1_10,away_playx1_11,home_key_batsman_1,home_key_batsman_2,home_key_bowler_1,home_key_bowler_2,away_key_batsman_1,away_key_batsman_2,away_key_bowler_1,away_key_bowler_2
RCB,KKR,10,1,11,15,Anil Kumble,Sourav Ganguly,14,18,Sridharan Sriram (BT),Jacques Kallis (AR),Rahul Dravid (BT),Robin Uthappa (WK),Ross Taylor (BT),Cameron White (BT),Virat Kohli (BT),Vinay Kumar (BL),Praveen Kumar (BL),Anil Kumble (UKN),Dale Steyn (BL),Sourav Ganguly (UKN),Chris Gayle (AR),Brendon McCullum (BT),Manoj Tiwary (BT),Angelo Mathews (AR),Wriddhiman Saha (WK),Cheteshwar Pujara (BT),Ajit Agarkar (BL),Ashok Dinda (BL),Ishant Sharma (BL),Ajantha Mendis (BL),Rahul Dravid,Robin Uthappa,Vinay Kumar,Jacques Kallis,Brendon McCullum,Chris Gayle,Ashok Dinda,Angelo Mathews
DC,KXIP,1,0,5,0,Gautam Gambhir,Kumar Sangakkara,4,46,David Warner (BT),Virender Sehwag (BT),Gautam Gambhir (BT),Paul Collingwood (AR),Dinesh Karthik (WK),Daniel Vettori (AR),Mithun Manhas (AR),Rajat Bhatia (AR),Farveez Maharoof (AR),Amit Mishra (BL),Ashish Nehra (BL),Mahela Jayawardene (BT),Irfan Pathan (AR),Kumar Sangakkara (WK),Yuvraj Singh (BT),Adrian Barath (BT),Rusty Theron (BL),Karan Goel (UKN),Reetinder Sodhi (UKN),Piyush Chawla (AR),Ramesh Powar (BL),Love Ablish (BL),Gautam Gambhir,Mithun Manhas,Paul Collingwood,Amit Mishra,Mahela Jayawardene,Kumar Sangakkara,Irfan Pathan,Piyush Chawla
RR,MI,12,1,8,26,Shane Warne,Sachin Tendulkar,15,0,Michael Lumb (BT),Naman Ojha (WK),Faiz Fazal (BT),Shane Watson (AR),Abhishek Jhunjhunwala (BT),Adam Voges (BT),Yusuf Pathan (AR),Abhishek Raut (AR),Aditya Dole (BL),Shane Warne (BL),Siddharth Trivedi (BL),Sanath Jayasuriya (AR),Sachin Tendulkar (BT),Ambati Rayudu (WK),Saurabh Tiwary (BT),Jean-Paul Duminy (AR),Kieron Pollard (AR),Rajagopal Sathish (AR),Dhawal Kulkarni (BL),Harbhajan Singh (BL),Lasith Malinga (BL),Zaheer Khan (BL),Aditya Dole,Adam Voges,Shane Watson,Aditya Dole,Sachin Tendulkar,Jean-Paul Duminy,Zaheer Khan,Kieron Pollard
SRH,RCB,10,1,14,33,Adam Gilchrist,Anil Kumble,55,33,Herschelle Gibbs (UKN),Adam Gilchrist (WK),Tirumalasetti Suman (BT),Rohit Sharma (BT),Mohnish  Mishra (BT),Andrew Symonds (AR),Ryan Harris (BL),Bodapati Sumanth (BT),RP Singh (BL),Pragyan Ojha (BL),Harmeet Singh (BL),Manish Pandey (BT),Jacques Kallis (AR),Rahul Dravid (BT),Robin Uthappa (WK),Ross Taylor (BT),Virat Kohli (BT),Cameron White (BT),Vinay Kumar (BL),Dale Steyn (BL),Anil Kumble (UKN),KP Appanna (UKN),Rohit Sharma,Mohnish  Mishra,RP Singh,Pragyan Ojha,Rahul Dravid,Robin Uthappa,Dale Steyn,Vinay Kumar
MI,DC,8,0,8,2,Sachin Tendulkar,Gautam Gambhir,42,0,Chandan Madan (WK),Sachin Tendulkar (BT),Saurabh Tiwary (BT),Ambati Rayudu (BT),Jean-Paul Duminy (AR),Kieron Pollard (AR),Dwayne Bravo (AR),Harbhajan Singh (BL),Ali Murtaza (BL),Zaheer Khan (BL),Dilhara Fernando (BL),David Warner (BT),Virender Sehwag (BT),Gautam Gambhir (BT),Dinesh Karthik (WK),AB de Villiers (BT),Paul Collingwood (AR),Andrew McDonald (AR),Amit Mishra (BL),Pradeep Sangwan (BL),Ashish Nehra (BL),Sarabjit Ladda (BL),Kieron Pollard,Saurabh Tiwary,Ali Murtaza,Dilhara Fernando,Andrew McDonald,David Warner,Pradeep Sangwan,Ashish Nehra
CSK,KKR,4,0,0,16,MS Dhoni,Sourav Ganguly,12,46,Murali Vijay (BT),Matthew Hayden (BT),Suresh Raina (BT),Srikkanth Anirudha (BT),MS Dhoni (WK),S Badrinath (BT),Albie Morkel (AR),Ravichandran Ashwin (AR),Shadab Jakati (BL),Muttiah Muralitharan (BL),Doug Bollinger (BL),Sourav Ganguly (UKN),Chris Gayle (AR),Brendon McCullum (BT),Manoj Tiwary (BT),David Hussey (AR),Angelo Mathews (AR),Wriddhiman Saha (WK),Laxmi Shukla (AR),Ajit Agarkar (BL),Iqbal Abdulla (AR),Ashok Dinda (BL),Suresh Raina,Murali Vijay,Ravichandran Ashwin,Doug Bollinger,Angelo Mathews,Manoj Tiwary,Chris Gayle,Ajit Agarkar
RR,RCB,12,0,11,26,Shane Warne,Anil Kumble,15,0,Michael Lumb (BT),Naman Ojha (WK),Amit Paunikar (BT),Shane Watson (AR),Abhishek Jhunjhunwala (BT),Yusuf Pathan (AR),Adam Voges (BT),Abhishek Raut (AR),Kamran Khan (BL),Shane Warne (BL),Siddharth Trivedi (BL),Manish Pandey (BT),Jacques Kallis (AR),Kevin Pietersen (BT),Robin Uthappa (WK),Virat Kohli (BT),Ross Taylor (BT),Rahul Dravid (BT),Vinay Kumar (BL),Pankaj Singh (BL),Anil Kumble (UKN),Dale Steyn (BL),Abhishek Raut,Adam Voges,Siddharth Trivedi,Shane Warne,Kevin Pietersen,Robin Uthappa,Pankaj Singh,Dale Steyn
CSK,DC,0,0,1,16,MS Dhoni,Gautam Gambhir,12,46,Murali Vijay (BT),Matthew Hayden (BT),MS Dhoni (WK),Suresh Raina (BT),Michael Hussey (BT),S Badrinath (BT),Albie Morkel (AR),Ravichandran Ashwin (AR),Lakshmipathy Balaji (BL),Doug Bollinger (BL),Shadab Jakati (BL),Virender Sehwag (BT),David Warner (BT),Tillakaratne Dilshan (AR),Gautam Gambhir (BT),Dinesh Karthik (WK),Mithun Manhas (AR),Paul Collingwood (AR),Amit Mishra (BL),Ashish Nehra (BL),Dirk Nannes (BL),Umesh Yadav (BL),S Badrinath,Murali Vijay,Doug Bollinger,Shadab Jakati,Gautam Gambhir,Mithun Manhas,Ashish Nehra,Virender Sehwag
KXIP,SRH,13,1,14,11,Kumar Sangakkara,Adam Gilchrist,8,0,Mahela Jayawardene (BT),Shaun Marsh (BT),Kumar Sangakkara (WK),Yuvraj Singh (BT),Irfan Pathan (AR),Karan Goel (UKN),Rusty Theron (BL),Reetinder Sodhi (UKN),Piyush Chawla (AR),Shalabh Srivastava (BL),Vikramjeet Malik (BL),Adam Gilchrist (WK),Mohnish  Mishra (BT),Tirumalasetti Suman (BT),Rohit Sharma (BT),Andrew Symonds (AR),Mitchell Marsh (AR),Bodapati Sumanth (BT),RP Singh (BL),Pragyan Ojha (BL),Ryan Harris (BL),Rahul Sharma (BL),Mahela Jayawardene,Kumar Sangakkara,Vikramjeet Malik,Yuvraj Singh,Rohit Sharma,Tirumalasetti Suman,Rahul Sharma,Ryan Harris
RCB,MI,10,1,8,15,Anil Kumble,Sachin Tendulkar,14,46,Manish Pandey (BT),Jacques Kallis (AR),Kevin Pietersen (BT),Rahul Dravid (BT),Robin Uthappa (WK),Ross Taylor (BT),Virat Kohli (BT),Dale Steyn (BL),Vinay Kumar (BL),Pankaj Singh (BL),Anil Kumble (UKN),Ryan McLaren (AR),Sachin Tendulkar (BT),Ambati Rayudu (BT),Kieron Pollard (AR),Jean-Paul Duminy (AR),Abhishek Nayar (AR),Saurabh Tiwary (BT),Aditya Tare (WK),Harbhajan Singh (BL),Zaheer Khan (BL),Dilhara Fernando (BL),Virat Kohli,Kevin Pietersen,Jacques Kallis,Kevin Pietersen,Ambati Rayudu,Jean-Paul Duminy,Kieron Pollard,Dilhara Fernando
KKR,RR,12,0,4,9,Sourav Ganguly,Shane Warne,36,18,Sourav Ganguly (UKN),Brendon McCullum (WK),Chris Gayle (AR),Cheteshwar Pujara (BT),Manoj Tiwary (BT),Angelo Mathews (AR),Laxmi Shukla (AR),Jaydev Unadkat (BL),Murali Kartik (BL),Ashok Dinda (BL),Shane Bond (BL),Shane Watson (AR),Naman Ojha (WK),Yusuf Pathan (AR),Aaron Finch (BT),Adam Voges (BT),Abhishek Raut (AR),Paras Dogra (BT),Faiz Fazal (BT),Shane Warne (BL),Siddharth Trivedi (BL),Kamran Khan (BL),Sourav Ganguly,Cheteshwar Pujara,Jaydev Unadkat,Ashok Dinda,Shane Watson,Aaron Finch,Kamran Khan,Aaron Finch
KXIP,CSK,0,1,0,11,Kumar Sangakkara,MS Dhoni,8,57,Mahela Jayawardene (BT),Shaun Marsh (BT),Kumar Sangakkara (WK),Yuvraj Singh (BT),Irfan Pathan (AR),Karan Goel (UKN),Rusty Theron (BL),Ramesh Powar (BL),Piyush Chawla (AR),Sunny Sohal (BT),Vikram Singh (UKN),Murali Vijay (BT),Matthew Hayden (BT),Suresh Raina (BT),S Badrinath (BT),MS Dhoni (WK),Albie Morkel (AR),Justin Kemp (UKN),Ravichandran Ashwin (AR),Shadab Jakati (BL),Doug Bollinger (BL),Sudeep Tyagi (BL),Shaun Marsh,Irfan Pathan,Ramesh Powar,Piyush Chawla,MS Dhoni,S Badrinath,Ravichandran Ashwin,Suresh Raina
KKR,MI,8,0,4,9,Sourav Ganguly,Dwayne Bravo,36,57,Sourav Ganguly (UKN),Brendon McCullum (BT),David Hussey (AR),Manoj Tiwary (BT),Angelo Mathews (AR),Cheteshwar Pujara (BT),Wriddhiman Saha (WK),Jaydev Unadkat (BL),Murali Kartik (BL),Ashok Dinda (BL),Shane Bond (BL),Aditya Tare (WK),Shikhar Dhawan (BT),Saurabh Tiwary (BT),Jean-Paul Duminy (AR),Rajagopal Sathish (AR),Dwayne Bravo (AR),Ambati Rayudu (BT),Stuart Binny (AR),Ryan McLaren (AR),Ali Murtaza (BL),Dilhara Fernando (BL),Brendon McCullum,Sourav Ganguly,Murali Kartik,Shane Bond,Saurabh Tiwary,Ambati Rayudu,Rajagopal Sathish,Dwayne Bravo
MI,RCB,8,0,8,5,Sachin Tendulkar,Anil Kumble,42,57,Shikhar Dhawan (BT),Sachin Tendulkar (BT),Abhishek Nayar (AR),Ambati Rayudu (WK),Jean-Paul Duminy (AR),Saurabh Tiwary (BT),Kieron Pollard (AR),Harbhajan Singh (BL),Zaheer Khan (BL),Dilhara Fernando (BL),Lasith Malinga (BL),Jacques Kallis (AR),Rahul Dravid (BT),Kevin Pietersen (BT),Robin Uthappa (WK),Ross Taylor (BT),Virat Kohli (BT),Manish Pandey (BT),Praveen Kumar (BL),Vinay Kumar (BL),Dale Steyn (BL),Anil Kumble (BL),Saurabh Tiwary,Ambati Rayudu,Kieron Pollard,Lasith Malinga,Ross Taylor,Robin Uthappa,Dale Steyn,Kevin Pietersen
CSK,SRH,0,0,0,5,MS Dhoni,Adam Gilchrist,42,52,Murali Vijay (BT),Matthew Hayden (BT),Suresh Raina (BT),S Badrinath (BT),MS Dhoni (WK),Albie Morkel (AR),Srikkanth Anirudha (BT),Ravichandran Ashwin (AR),Shadab Jakati (BL),Doug Bollinger (BL),Muttiah Muralitharan (BL),Adam Gilchrist (WK),Herschelle Gibbs (UKN),Tirumalasetti Suman (BT),Rohit Sharma (BT),Andrew Symonds (AR),Mohnish  Mishra (BT),Bodapati Sumanth (BT),Ryan Harris (BL),Harmeet Singh (BL),RP Singh (BL),Pragyan Ojha (BL),S Badrinath,MS Dhoni,Doug Bollinger,Shadab Jakati,Andrew Symonds,Herschelle Gibbs,Ryan Harris,Andrew Symonds
SRH,RCB,13,0,11,5,Adam Gilchrist,Anil Kumble,42,18,Adam Gilchrist (WK),Mohnish  Mishra (BT),Anirudh Singh (UKN),Rohit Sharma (BT),Andrew Symonds (AR),Dwayne Smith (AR),Venugopal Rao (BT),Ryan Harris (BL),Rahul Sharma (BL),Harmeet Singh (BL),Pragyan Ojha (BL),Jacques Kallis (AR),Rahul Dravid (BT),Kevin Pietersen (BT),Robin Uthappa (WK),Virat Kohli (BT),Cameron White (BT),Balachandra Akhil (BL),Praveen Kumar (BL),Anil Kumble (BL),Nayan Doshi (BL),Dale Steyn (BL),Anirudh Singh,Venugopal Rao,Rahul Sharma,Ryan Harris,Rahul Dravid,Kevin Pietersen,Anil Kumble,Jacques Kallis
MI,CSK,0,0,0,5,Sachin Tendulkar,MS Dhoni,42,0,Shikhar Dhawan (BT),Sachin Tendulkar (BT),Abhishek Nayar (AR),Harbhajan Singh (BL),Ambati Rayudu (WK),Saurabh Tiwary (BT),Jean-Paul Duminy (AR),Kieron Pollard (AR),Zaheer Khan (BL),Lasith Malinga (BL),Dilhara Fernando (BL),Murali Vijay (BT),Matthew Hayden (BT),Suresh Raina (BT),S Badrinath (BT),MS Dhoni (WK),Albie Morkel (AR),Srikkanth Anirudha (BT),Ravichandran Ashwin (AR),Shadab Jakati (BL),Doug Bollinger (BL),Muttiah Muralitharan (BL),Sachin Tendulkar,Kieron Pollard,Dilhara Fernando,Zaheer Khan,Suresh Raina,Murali Vijay,Shadab Jakati,Muttiah Muralitharan
CSK,MI,0,1,8,21,MS Dhoni,Sachin Tendulkar,10,0,Parthiv Patel (WK),Matthew Hayden (BT),Suresh Raina (BT),Andrew Flintoff (AR),MS Dhoni (BT),Jacob Oram (AR),S Badrinath (BT),Joginder Sharma (AR),Thilan Thushara (BL),Manpreet Gony (BL),Ravichandran Ashwin (AR),Sanath Jayasuriya (AR),Sachin Tendulkar (BT),Shikhar Dhawan (BT),Jean-Paul Duminy (AR),Dwayne Bravo (AR),Abhishek Nayar (AR),Harbhajan Singh (BL),Zaheer Khan (BL),Pinal Shah (WK),Lasith Malinga (BL),Rohan Raje (UKN),Matthew Hayden,MS Dhoni,Manpreet Gony,Joginder Sharma,Sachin Tendulkar,Abhishek Nayar,Lasith Malinga,Sanath Jayasuriya
RCB,RR,10,0,11,21,Kevin Pietersen,Shane Warne,10,57,Jesse Ryder (AR),Robin Uthappa (WK),Ross Taylor (BT),Kevin Pietersen (BT),Rahul Dravid (BT),Virat Kohli (BT),Balachandra Akhil (BL),Praveen Kumar (BL),Vinay Kumar (BL),Dale Steyn (BL),Anil Kumble (UKN),Graeme Smith (BT),Swapnil Asnodkar (BT),Niraj Patel (UKN),Tyron Henderson (BL),Yusuf Pathan (AR),Dimitri Mascarenhas (AR),Ravindra Jadeja (AR),Shane Warne (BL),Mahesh Rawat (WK),Munaf Patel (BL),Kamran Khan (BL),Rahul Dravid,Kevin Pietersen,Anil Kumble,Praveen Kumar,Ravindra Jadeja,Tyron Henderson,Dimitri Mascarenhas,Shane Warne
DC,KXIP,1,1,1,21,Virender Sehwag,Yuvraj Singh,23,57,Gautam Gambhir (BT),Virender Sehwag (BT),Tillakaratne Dilshan (AR),AB de Villiers (BT),Manoj Tiwary (BT),Dinesh Karthik (WK),Dirk Nannes (BL),Daniel Vettori (AR),Yo Mahesh (AR),Aavishkar Salvi (BL),Pradeep Sangwan (BL),Ravi Bopara (BT),Karan Goel (UKN),Yuvraj Singh (BT),Kumar Sangakkara (WK),Mahela Jayawardene (BT),Irfan Pathan (AR),Piyush Chawla (AR),Taruwar Kohli (UKN),Vikramjeet Malik (BL),Vikram Singh (UKN),Yusuf Abdulla (BL),Virender Sehwag,Gautam Gambhir,Daniel Vettori,Aavishkar Salvi,Karan Goel,Ravi Bopara,Vikram Singh,Irfan Pathan
SRH,KKR,4,0,14,21,Adam Gilchrist,Brendon McCullum,23,57,Adam Gilchrist (WK),Herschelle Gibbs (UKN),VVS Laxman (BT),Rohit Sharma (BT),Scott Styris (AR),Venugopal Rao (BT),Harmeet Singh (BL),Pragyan Ojha (BL),RP Singh (BL),Dwaraka Ravi Teja (BT),Fidel Edwards (BL),Brendon McCullum (WK),Chris Gayle (AR),Sourav Ganguly (UKN),Brad Hodge (BT),Aakash Chopra (BT),Laxmi Shukla (AR),Moises Henriques (AR),Ajit Agarkar (BL),Murali Kartik (BL),Ishant Sharma (BL),Ashok Dinda (BL),Herschelle Gibbs,Rohit Sharma,RP Singh,Pragyan Ojha,Brad Hodge,Aakash Chopra,Ashok Dinda,Ishant Sharma
RCB,CSK,0,0,0,30,Kevin Pietersen,MS Dhoni,46,57,Praveen Kumar (BL),Robin Uthappa (WK),Jacques Kallis (AR),Ross Taylor (BT),Kevin Pietersen (BT),Rahul Dravid (BT),Virat Kohli (BT),Rajesh Bishnoi (UKN),Vinay Kumar (BL),Dale Steyn (BL),Anil Kumble (UKN),Parthiv Patel (BT),Matthew Hayden (BT),Suresh Raina (BT),MS Dhoni (WK),Andrew Flintoff (AR),Albie Morkel (AR),S Badrinath (BT),Joginder Sharma (AR),Lakshmipathy Balaji (BL),Manpreet Gony (BL),Muttiah Muralitharan (BL),Jacques Kallis,Robin Uthappa,Praveen Kumar,Kevin Pietersen,Matthew Hayden,Parthiv Patel,Muttiah Muralitharan,Lakshmipathy Balaji
KXIP,KKR,4,1,4,14,Yuvraj Singh,Brendon McCullum,10,0,Ravi Bopara (BT),Karan Goel (UKN),Irfan Pathan (AR),Kumar Sangakkara (WK),Yuvraj Singh (BT),Mahela Jayawardene (BT),Taruwar Kohli (UKN),Piyush Chawla (AR),Vikramjeet Malik (BL),Vikram Singh (UKN),Yusuf Abdulla (BL),Brendon McCullum (WK),Chris Gayle (AR),Brad Hodge (BT),Sourav Ganguly (UKN),Yashpal Singh (BT),Aakash Chopra (BT),Moises Henriques (AR),Laxmi Shukla (AR),Ishant Sharma (BL),Murali Kartik (BL),Ashok Dinda (BL),Yuvraj Singh,Irfan Pathan,Vikramjeet Malik,Ravi Bopara,Chris Gayle,Brendon McCullum,Sourav Ganguly,Ishant Sharma
RCB,SRH,13,0,14,21,Kevin Pietersen,Adam Gilchrist,30,0,Jesse Ryder (AR),Robin Uthappa (WK),Jacques Kallis (AR),Kevin Pietersen (BT),Rahul Dravid (BT),Virat Kohli (BT),Rajesh Bishnoi (UKN),Karn Sharma (BL),Praveen Kumar (BL),Anil Kumble (UKN),Dale Steyn (BL),Adam Gilchrist (WK),Herschelle Gibbs (UKN),VVS Laxman (BT),Rohit Sharma (BT),Scott Styris (AR),Venugopal Rao (BT),Dwaraka Ravi Teja (BT),Fidel Edwards (BL),Harmeet Singh (BL),Pragyan Ojha (BL),RP Singh (BL),Virat Kohli,Rahul Dravid,Kevin Pietersen,Dale Steyn,Adam Gilchrist,Rohit Sharma,Scott Styris,RP Singh
CSK,DC,1,0,1,14,MS Dhoni,Virender Sehwag,62,57,Parthiv Patel (BT),Matthew Hayden (BT),Suresh Raina (BT),MS Dhoni (WK),Andrew Flintoff (AR),Albie Morkel (AR),S Badrinath (BT),Manpreet Gony (BL),Joginder Sharma (AR),Lakshmipathy Balaji (BL),Muttiah Muralitharan (BL),Gautam Gambhir (BT),Virender Sehwag (BT),AB de Villiers (BT),Tillakaratne Dilshan (AR),Dinesh Karthik (WK),Manoj Tiwary (BT),Daniel Vettori (AR),Dirk Nannes (BL),Aavishkar Salvi (BL),Pradeep Sangwan (BL),Ashish Nehra (BL),Matthew Hayden,Suresh Raina,Lakshmipathy Balaji,Albie Morkel,AB de Villiers,Tillakaratne Dilshan,Pradeep Sangwan,Daniel Vettori
KKR,RR,4,1,4,21,Brendon McCullum,Shane Warne,10,57,Chris Gayle (AR),Brendon McCullum (WK),Laxmi Shukla (AR),Brad Hodge (BT),Sourav Ganguly (UKN),Sanjay Bangar (UKN),Yashpal Singh (BT),Ajit Agarkar (BL),Ishant Sharma (BL),Ajantha Mendis (BL),Anureet Singh (BL),Graeme Smith (BT),Paul Valthaty (BT),Rob Quiney (BT),Yusuf Pathan (AR),Ravindra Jadeja (AR),Dimitri Mascarenhas (AR),Abhishek Raut (AR),Shane Warne (BL),Mahesh Rawat (WK),Munaf Patel (BL),Kamran Khan (BL),Sourav Ganguly,Chris Gayle,Ajantha Mendis,Anureet Singh,Yusuf Pathan,Dimitri Mascarenhas,Kamran Khan,Shane Warne
RCB,KXIP,10,0,5,14,Kevin Pietersen,Yuvraj Singh,62,57,Jesse Ryder (AR),Robin Uthappa (WK),Jacques Kallis (AR),Kevin Pietersen (BT),Rahul Dravid (BT),Ross Taylor (BT),Virat Kohli (BT),Praveen Kumar (BL),Vinay Kumar (BL),Pankaj Singh (BL),Anil Kumble (UKN),Ravi Bopara (BT),Karan Goel (UKN),Kumar Sangakkara (WK),Yuvraj Singh (BT),Mahela Jayawardene (BT),Irfan Pathan (AR),Wilkin Mota (UKN),Piyush Chawla (AR),Vikram Singh (UKN),Ranadeb Bose (UKN),Yusuf Abdulla (BL),Jacques Kallis,Ross Taylor,Anil Kumble,Jacques Kallis,Ravi Bopara,Yuvraj Singh,Yusuf Abdulla,Irfan Pathan
SRH,MI,13,0,14,14,Adam Gilchrist,Sachin Tendulkar,62,57,Adam Gilchrist (WK),Herschelle Gibbs (UKN),Dwayne Smith (AR),Rohit Sharma (BT),VVS Laxman (BT),Venugopal Rao (BT),Dwaraka Ravi Teja (BT),RP Singh (BL),Fidel Edwards (BL),Pragyan Ojha (BL),Harmeet Singh (BL),Sanath Jayasuriya (AR),Sachin Tendulkar (BT),Jean-Paul Duminy (AR),Shikhar Dhawan (BT),Dwayne Bravo (AR),Abhishek Nayar (AR),Harbhajan Singh (BL),Zaheer Khan (BL),Pinal Shah (WK),Lasith Malinga (BL),Dhawal Kulkarni (BL),Herschelle Gibbs,Dwayne Smith,Pragyan Ojha,Fidel Edwards,Jean-Paul Duminy,Sachin Tendulkar,Lasith Malinga,Dwayne Bravo
RCB,DC,10,0,1,30,Kevin Pietersen,Virender Sehwag,46,57,Jacques Kallis (AR),Robin Uthappa (BT),Kevin Pietersen (BT),Ross Taylor (BT),Virat Kohli (BT),Mark Boucher (WK),Balachandra Akhil (BL),Vinay Kumar (BL),Pankaj Singh (BL),Anil Kumble (UKN),KP Appanna (UKN),Gautam Gambhir (BT),Virender Sehwag (BT),Tillakaratne Dilshan (AR),AB de Villiers (BT),Dinesh Karthik (WK),Mithun Manhas (AR),Amit Mishra (BL),Daniel Vettori (AR),Dirk Nannes (BL),Pradeep Sangwan (BL),Ashish Nehra (BL),Kevin Pietersen,Mark Boucher,Pankaj Singh,Balachandra Akhil,Tillakaratne Dilshan,Mithun Manhas,Ashish Nehra,Amit Mishra
KXIP,RR,5,0,5,21,Yuvraj Singh,Shane Warne,10,0,Ravi Bopara (BT),Karan Goel (UKN),Kumar Sangakkara (WK),Yuvraj Singh (BT),Mahela Jayawardene (BT),Irfan Pathan (AR),Piyush Chawla (AR),Wilkin Mota (UKN),Ramesh Powar (BL),Vikram Singh (UKN),Yusuf Abdulla (BL),Swapnil Asnodkar (BT),Graeme Smith (BT),Rob Quiney (BT),Yusuf Pathan (AR),Dimitri Mascarenhas (AR),Ravindra Jadeja (AR),Abhishek Raut (AR),Shane Warne (BL),Mahesh Rawat (WK),Munaf Patel (BL),Kamran Khan (BL),Kumar Sangakkara,Irfan Pathan,Yusuf Abdulla,Piyush Chawla,Ravindra Jadeja,Shane Warne,Kamran Khan,Munaf Patel
CSK,SRH,13,1,14,14,MS Dhoni,Adam Gilchrist,23,57,Parthiv Patel (BT),Matthew Hayden (BT),Suresh Raina (BT),MS Dhoni (WK),Jacob Oram (AR),Albie Morkel (AR),S Badrinath (BT),Manpreet Gony (BL),Joginder Sharma (AR),Lakshmipathy Balaji (BL),Muttiah Muralitharan (BL),Adam Gilchrist (WK),Herschelle Gibbs (UKN),VVS Laxman (BT),Rohit Sharma (BT),Dwayne Smith (AR),Azhar Bilakhia (UKN),Venugopal Rao (BT),Pragyan Ojha (BL),RP Singh (BL),Fidel Edwards (BL),Shoaib Ahmed (UKN),Matthew Hayden,Jacob Oram,Suresh Raina,Muttiah Muralitharan,Herschelle Gibbs,Adam Gilchrist,Pragyan Ojha,Rohit Sharma
KKR,MI,8,0,8,30,Brendon McCullum,Sachin Tendulkar,46,57,Brendon McCullum (WK),Chris Gayle (AR),Brad Hodge (BT),Sourav Ganguly (UKN),Yashpal Singh (BT),Arindam Ghosh (BT),Laxmi Shukla (AR),Ishant Sharma (BL),Ajantha Mendis (BL),Ashok Dinda (BL),Anureet Singh (BL),Sanath Jayasuriya (AR),Sachin Tendulkar (BT),Harbhajan Singh (BL),Jean-Paul Duminy (AR),Abhishek Nayar (AR),Dwayne Bravo (AR),Shikhar Dhawan (BT),Saurabh Tiwary (BT),Pinal Shah (WK),Zaheer Khan (BL),Lasith Malinga (BL),Sourav Ganguly,Brad Hodge,Laxmi Shukla,Ishant Sharma,Sachin Tendulkar,Sanath Jayasuriya,Abhishek Nayar,Lasith Malinga
DC,RR,1,0,13,31,Virender Sehwag,Shane Warne,13,33,Gautam Gambhir (BT),Virender Sehwag (BT),AB de Villiers (BT),Tillakaratne Dilshan (AR),Dinesh Karthik (WK),Daniel Vettori (AR),Mithun Manhas (AR),Amit Mishra (BL),Pradeep Sangwan (BL),Ashish Nehra (BL),Dirk Nannes (BL),Rob Quiney (BT),Graeme Smith (BT),Swapnil Asnodkar (BT),Paul Valthaty (BT),Ravindra Jadeja (AR),Shane Warne (BL),Yusuf Pathan (AR),Dimitri Mascarenhas (AR),Mahesh Rawat (WK),Munaf Patel (BL),Kamran Khan (BL),AB de Villiers,Daniel Vettori,Amit Mishra,Ashish Nehra,Yusuf Pathan,Graeme Smith,Munaf Patel,Dimitri Mascarenhas
RCB,KKR,4,0,11,14,Kevin Pietersen,Brendon McCullum,62,57,Jacques Kallis (AR),Shreevats Goswami (BT),Kevin Pietersen (BT),Virat Kohli (BT),Mark Boucher (WK),Roelof van der Merwe (AR),Manish Pandey (BT),Praveen Kumar (BL),Pankaj Singh (BL),Anil Kumble (UKN),KP Appanna (UKN),Brendon McCullum (BT),Chris Gayle (AR),Brad Hodge (BT),Sourav Ganguly (UKN),Morne van Wyk (WK),Wriddhiman Saha (BT),Laxmi Shukla (AR),Ajit Agarkar (BL),Murali Kartik (BL),Ishant Sharma (BL),Ashok Dinda (BL),Shreevats Goswami,Mark Boucher,Anil Kumble,Kevin Pietersen,Morne van Wyk,Chris Gayle,Brad Hodge,Ishant Sharma
KXIP,MI,5,0,5,14,Yuvraj Singh,Sachin Tendulkar,62,0,Ravi Bopara (BT),Karan Goel (UKN),Kumar Sangakkara (WK),Yuvraj Singh (BT),Mahela Jayawardene (BT),Irfan Pathan (AR),Wilkin Mota (UKN),Piyush Chawla (AR),Ramesh Powar (BL),Vikramjeet Malik (BL),Yusuf Abdulla (BL),Sanath Jayasuriya (AR),Sachin Tendulkar (BT),Shikhar Dhawan (BT),Jean-Paul Duminy (AR),Dwayne Bravo (AR),Abhishek Nayar (AR),Harbhajan Singh (BL),Saurabh Tiwary (BT),Zaheer Khan (BL),Pinal Shah (WK),Lasith Malinga (BL),Kumar Sangakkara,Karan Goel,Yusuf Abdulla,Irfan Pathan,Jean-Paul Duminy,Dwayne Bravo,Lasith Malinga,Sanath Jayasuriya
